,Unnamed: 0,file,date,latitude,longitude,ocean,profiler_type,institution,parameters,parameter_data_mode,date_update,PRES,PRES_STD,DEPTH,DEPTH_STD,SIGMA0,SIGMA0_STD,TEMP,TEMP_STD,PSAL,PSAL_STD,DOXY,DOXY_STD,PRES_ERROR,PRES_ERROR_STD,PRES_COMMENT,PRES_MODE,TEMP_ERROR,TEMP_ERROR_STD,TEMP_COMMENT,TEMP_MODE,PSAL_ERROR,PSAL_ERROR_STD,PSAL_COMMENT,PSAL_MODE,DOXY_ERROR,DOXY_ERROR_STD,DOXY_COMMENT,DOXY_MODE,date_format
0,18,coriolis/6902818/profiles/SD6902818_085.nc,20201022105430,60.517,-39.82,A,838,IF,PRES TEMP PSAL DOXY,DDDD,20230320183740,2572.40713936942,14.14643550757598,2532.549264787541,13.84425427588514,1027.9273405175834,0.0001528427941985,1.3185932465962,0.0012418226325487,34.86079406738281,2.9774946697448312e-05,304.4030238560268,0.0602558064438979,3.071836301258632,0.005894313835639,This float is autocorrecting pressure. Data is good within the specified error.none,D,0.0020000000949949,0.0,Data is good within the specified error.none,D,0.0040000001899898,0.0,"New conductivity computed by using a different CPcor value from that provided by Sea-Bird.Salinity drift or offset detected - OWC fit is adopted. Error = maximum [statistical uncertainty, 0.004]. OWC Method, 3.00,",D,9.13209056854248,0.0018078987242531,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from WOA climatology at surface - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_77/,D,2020-10-22 10:54:30
1,19,coriolis/6902818/profiles/SD6902818_086.nc,20201101123230,60.148,-39.148,A,838,IF,PRES TEMP PSAL DOXY,DDDD,20230320183753,2597.2213832310267,28.794130099273097,2556.905674713185,28.176669867623957,1027.9030038767369,0.0111372917868242,1.832411710705076,0.1772327958653199,34.875895500183105,0.0037347590740546,298.28216770717074,1.8600885935299705,3.082175544330052,0.0119975693387187,This float is autocorrecting pressure. Data is good within the specified error.none,D,0.0020000000949949,0.0,Data is good within the specified error.none,D,0.0040000001899898,0.0,"New conductivity computed by using a different CPcor value from that provided by Sea-Bird.Salinity drift or offset detected - OWC fit is adopted. Error = maximum [statistical uncertainty, 0.004]. OWC Method, 3.00,",D,8.948464802333287,0.0558027495076517,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from WOA climatology at surface - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_77/,D,2020-11-01 12:32:30
2,20,coriolis/6902818/profiles/SD6902818_087.nc,20201111110530,60.088,-39.719,A,838,IF,PRES TEMP PSAL DOXY,DDDD,20230320183806,2569.0999755859375,3.8722364995312533,2529.3995004755297,3.7897000564857604,1027.939392777041,0.0007182007567582574,1.2224743068218231,0.003915094528456783,34.867780685424805,0.0005453949937275248,304.62811279296875,0.08989889069894888,3.0704582929611206,0.0016133690706884305,This float is autocorrecting pressure. Data is good within the specified error.none,D,0.0020000000949949026,0.0,Data is good within the specified error.none,D,0.004000000189989805,0.0,"New conductivity computed by using a different CPcor value from that provided by Sea-Bird.Salinity drift or offset detected - OWC fit is adopted. Error = maximum [statistical uncertainty, 0.004]. OWC Method, 3.00,",D,9.138843536376953,0.002697398304697218,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from WOA climatology at surface - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_77/,D,2020-11-11 11:05:30
3,21,coriolis/6902818/profiles/SD6902818_088.nc,20201121133830,60.323,-38.855,A,838,IF,PRES TEMP PSAL DOXY,DDDD,20230320183818,2597.149972098214,28.63900608677351,2556.8002425255286,28.0244795088262,1027.8877907801902,0.0076729516212502,1.9719893165997096,0.1477018591745842,34.86990370069231,0.0056345681357432,296.28135681152344,2.027822951875347,3.0821458782468523,0.0119328843955039,This float is autocorrecting pressure. Data is good within the specified error.none,D,0.0020000000949949,0.0,Data is good within the specified error.none,D,0.0040000001899898,0.0,"New conductivity computed by using a different CPcor value from that provided by Sea-Bird.Salinity drift or offset detected - OWC fit is adopted. Error = maximum [statistical uncertainty, 0.004]. OWC Method, 3.00,",D,8.888440813337054,0.0608347127726647,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from WOA climatology at surface - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_77/,D,2020-11-21 13:38:30
4,22,coriolis/6902818/profiles/SD6902818_089.nc,20201201130730,60.35,-39.085,A,838,IF,PRES TEMP PSAL DOXY,DDDD,20230320183830,2597.349940708705,28.77032842991944,2556.9904098623324,28.152870440994292,1027.8899996585535,0.0080452478211128,1.9121501232896527,0.1234216541065888,34.86697442190988,0.0019868573915175,297.0210527692522,1.5306734096749846,3.0822291544505527,0.0119876571237333,This float is autocorrecting pressure. Data is good within the specified error.none,D,0.0020000000949949,0.0,Data is good within the specified error.none,D,0.0040000001899898,0.0,"New conductivity computed by using a different CPcor value from that provided by Sea-Bird.Salinity drift or offset detected - OWC fit is adopted. Error = maximum [statistical uncertainty, 0.004]. OWC Method, 3.00,",D,8.910631724766322,0.0459202796362756,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from WOA climatology at surface - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_77/,D,2020-12-01 13:07:30
5,23,coriolis/6902818/profiles/SD6902818_102.nc,20210410125030,60.447,-39.433,A,838,IF,PRES TEMP PSAL DOXY,DDDD,20230320184118,2597.257149832589,28.77376657949345,2556.8798189814725,28.156045234769376,,,2.1550807569708144,0.1179650385052971,,,,,3.0821905647005354,0.0119891062211479,This float is autocorrecting pressure. Data is good within the specified error.none,D,0.0020000000949949,0.0,Data is good within the specified error.none,D,,,"New conductivity computed by using a different CPcor value from that provided by Sea-Bird.Bad data; not adjustable. OWC Method, 3.00,",D,,,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from WOA climatology at surface - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_77/,D,2021-04-10 12:50:30
6,24,coriolis/6902818/profiles/SD6902818_103.nc,20210420120730,60.275,-39.5,A,838,IF,PRES TEMP PSAL DOXY,DDDD,20230320184130,2597.3428257533483,28.764860217308623,2556.9986634104266,28.14771193015173,,,1.5249005726405551,0.1140351145052962,,,,,3.082226242337908,0.0119853700252407,This float is autocorrecting pressure. Data is good within the specified error.none,D,0.0020000000949949,0.0,Data is good within the specified error.none,D,,,"New conductivity computed by using a different CPcor value from that provided by Sea-Bird.Bad data; not adjustable. OWC Method, 3.00,",D,,,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from WOA climatology at surface - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_77/,D,2021-04-20 12:07:30
7,25,coriolis/6902818/profiles/SD6902818_104.nc,20210430134930,60.46,-39.244,A,838,IF,PRES TEMP PSAL DOXY,DDDD,20230320184144,2597.321393694197,28.73395988947292,2556.9402129431924,28.117050578371774,,,2.253654088292803,0.1096161280297968,,,,,3.0822173186710904,0.0119725032242197,This float is autocorrecting pressure. Data is good within the specified error.none,D,0.0020000000949949,0.0,Data is good within the specified error.none,D,,,"New conductivity computed by using a different CPcor value from that provided by Sea-Bird.Bad data; not adjustable. OWC Method, 3.00,",D,,,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from WOA climatology at surface - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_77/,D,2021-04-30 13:49:30
8,26,coriolis/6902818/profiles/SD6902818_105.nc,20210510105630,60.292,-39.516,A,838,IF,PRES TEMP PSAL DOXY,DDDD,20230320184156,2575.874938964844,15.953322680920838,2535.988252799252,15.612600146530848,,,1.4256500005722046,0.0014930574189324,,,,,3.073281228542328,0.0066471506654684,This float is autocorrecting pressure. Data is good within the specified error.none,D,0.0020000000949949,0.0,Data is good within the specified error.none,D,,,"New conductivity computed by using a different CPcor value from that provided by Sea-Bird.Bad data; not adjustable. OWC Method, 3.00,",D,,,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from WOA climatology at surface - Gain based on comparison between Argo cycle 1 and reference profile ov18_d_77/,D,2021-05-10 10:56:30
9,28,coriolis/6902881/profiles/SD6902881_088.nc,20201125123630,60.119,-39.044,A,838,IF,PRES TEMP PSAL DOXY,DDDD,20230320195142,2597.1856863839284,28.726596985099917,2556.8766376081808,28.11064330764713,1027.9091933172826,0.0070575028739335,1.6661340509142195,0.0859107690138053,34.86829471588135,0.0029560170228436,,,3.0821607453482494,0.0119694036832181,This float is autocorrecting pressure. Data is good within the specified error.none,D,0.0020000000949949,0.0,Data is good within the specified error.none,D,0.0040000001899898,0.0,"New conductivity computed by using a different CPcor value from that provided by Sea-Bird.An offset was detected by comparing float data with the reference CTD cast made at float launch. This offset of -0.0019 PSU was added . Error = maximum [statistical uncertainty, 0.004]. OWC Method, 3.00,",D,,,Pressure effect correction on DOXYAdjustment done on PPOX_DOXY;Temporal drift estimated from WOA climatology at surface - Gain based on comparison between Argo cycle 2 and reference profile ov18_d_105/,D,2020-11-25 12:36:30
